code,category_no,category,subcategory_no,subcategory,service,note,requires_health_check,health_check_reason,duration_default,duration_min,duration_max,price
3.3.7,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,SPA-программа “легкие ноги”,,false,,,,,
3.3.8,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,SPA-программа “коррекция фигуры”,,false,,,,,
3.3.9,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,SPA-программа “обновление кожи”,,false,,,,,
3.3.10,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,SPA-программа “шоколад”,,false,,,,,
3.3.11,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,SPA-программа “восточный ритуал”,,false,,,,,
3.3.12,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,SPA-программа “арома-релакс”,,false,,,,,
3.3.13,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,SPA-программа “перед отпуском”,,false,,,,,
3.3.14,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,SPA-программа “после отпуска”,,false,,,,,
3.3.15,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,SPA-программа “для невесты”,,false,,,,,
3.3.16,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,SPA-программа “мама отдыхает”,,false,,,,,
3.3.17,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,Комплекс “массаж + скраб”,,false,,,,,
3.3.18,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,Комплекс “массаж + обертывание”,,false,,,,,
3.3.19,3,"SPA, обертывания и уходы за телом",3.3,SPA-программы,Комплекс “скраб + обертывание + массаж”,,false,,,,,
4.1.1,4,Косметология лица,4.1,Консультации и диагностика,Консультация косметолога,,false,,,,,
4.1.2,4,Косметология лица,4.1,Консультации и диагностика,Консультация врача-косметолога,,true,marker,,,,
4.1.3,4,Косметология лица,4.1,Консультации и диагностика,Диагностика кожи,,false,,,,,
4.1.4,4,Косметология лица,4.1,Консультации и диагностика,Аппаратная диагностика кожи,,false,,,,,
4.1.5,4,Косметология лица,4.1,Консультации и диагностика,Подбор домашнего ухода,,false,,,,,
4.1.6,4,Косметология лица,4.1,Консультации и диагностика,Разбор текущей косметики клиента,,false,,,,,
4.1.7,4,Косметология лица,4.1,Консультации и диагностика,Составление плана процедур,,false,,,,,
4.1.8,4,Косметология лица,4.1,Консультации и диагностика,Консультация по акне,,false,,,,,
4.1.9,4,Косметология лица,4.1,Консультации и диагностика,Консультация по постакне,,false,,,,,
4.1.10,4,Косметология лица,4.1,Консультации и диагностика,Консультация по пигментации,,false,,,,,
4.1.11,4,Косметология лица,4.1,Консультации и диагностика,Консультация по возрастным изменениям,,false,,,,,
4.1.12,4,Косметология лица,4.1,Консультации и диагностика,Консультация по отечности лица,,false,,,,,
4.1.13,4,Косметология лица,4.1,Консультации и диагностика,Консультация по куперозу,,false,,,,,
4.1.14,4,Косметология лица,4.1,Консультации и диагностика,Консультация по чувствительной коже,,false,,,,,
4.1.15,4,Косметология лица,4.1,Консультации и диагностика,Консультация перед пилингом,,false,,,,,
4.1.16,4,Косметология лица,4.1,Консультации и диагностика,Консультация перед инъекциями,,false,,,,,
4.1.17,4,Косметология лица,4.1,Консультации и диагностика,Консультация перед лазерными процедурами,,false,,,,,
4.1.18,4,Косметология лица,4.1,Консультации и диагностика,Консультация по противопоказаниям,,true,marker,,,,
4.1.19,4,Косметология лица,4.1,Консультации и диагностика,Повторная консультация косметолога,,false,,,,,
4.2.1,4,Косметология лица,4.2,Чистки лица,Механическая чистка лица,,false,,,,,
4.2.2,4,Косметология лица,4.2,Чистки лица,Ручная чистка лица,,false,,,,,
4.2.3,4,Косметология лица,4.2,Чистки лица,Ультразвуковая чистка лица,,false,,,,,
4.2.4,4,Косметология лица,4.2,Чистки лица,Комбинированная чистка лица,,false,,,,,
4.2.5,4,Косметология лица,4.2,Чистки лица,Атравматичная чистка лица,,false,,,,,
4.2.6,4,Косметология лица,4.2,Чистки лица,Вакуумная чистка лица,,false,,,,,
4.2.7,4,Косметология лица,4.2,Чистки лица,Аппаратная чистка лица,,false,,,,,
4.2.8,4,Косметология лица,4.2,Чистки лица,Глубокая чистка лица,,false,,,,,
4.2.9,4,Косметология лица,4.2,Чистки лица,Чистка лица при акне,,false,,,,,
4.2.10,4,Косметология лица,4.2,Чистки лица,Чистка лица при комедонах,,false,,,,,
4.2.11,4,Косметология лица,4.2,Чистки лица,Подростковая чистка лица,,false,,,,,
4.2.12,4,Косметология лица,4.2,Чистки лица,Экспресс-чистка лица,,false,,,,,
4.2.13,4,Косметология лица,4.2,Чистки лица,Чистка T-зоны,,false,,,,,
4.2.14,4,Косметология лица,4.2,Чистки лица,Чистка спины,,false,,,,,
4.2.15,4,Косметология лица,4.2,Чистки лица,Чистка плеч,,false,,,,,
4.2.16,4,Косметология лица,4.2,Чистки лица,Чистка зоны декольте,,false,,,,,
4.2.17,4,Косметология лица,4.2,Чистки лица,Чистка + пилинг,,false,,,,,
4.2.18,4,Косметология лица,4.2,Чистки лица,Чистка + уход,,false,,,,,
4.2.19,4,Косметология лица,4.2,Чистки лица,Чистка + маска,,false,,,,,
4.2.20,4,Косметология лица,4.2,Чистки лица,Чистка + дарсонваль,,false,,,,,
4.2.21,4,Косметология лица,4.2,Чистки лица,Чистка + LED-терапия,,false,,,,,
4.2.22,4,Косметология лица,4.2,Чистки лица,Чистка + карбокситерапия,,false,,,,,
4.2.23,4,Косметология лица,4.2,Чистки лица,Чистка + альгинатная маска,,false,,,,,
4.3.1,4,Косметология лица,4.3,Уходовые процедуры для лица,Базовый уход за лицом,,false,,,,,
4.3.2,4,Косметология лица,4.3,Уходовые процедуры для лица,Увлажняющий уход,,false,,,,,
4.3.3,4,Косметология лица,4.3,Уходовые процедуры для лица,Питательный уход,,false,,,,,
4.3.4,4,Косметология лица,4.3,Уходовые процедуры для лица,Успокаивающий уход,,false,,,,,
4.3.5,4,Косметология лица,4.3,Уходовые процедуры для лица,Восстанавливающий уход,,false,,,,,
4.3.6,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход для чувствительной кожи,,false,,,,,
4.3.7,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход для сухой кожи,,false,,,,,
4.3.8,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход для жирной кожи,,false,,,,,
4.3.9,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход для комбинированной кожи,,false,,,,,
4.3.10,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход для проблемной кожи,,false,,,,,
4.3.11,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход при акне,,false,,,,,
4.3.12,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход при постакне,,false,,,,,
4.3.13,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход при куперозе,,false,,,,,
4.3.14,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход при пигментации,,false,,,,,
4.3.15,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход для тусклой кожи,,false,,,,,
4.3.16,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход для обезвоженной кожи,,false,,,,,
4.3.17,4,Косметология лица,4.3,Уходовые процедуры для лица,Антиоксидантный уход,,false,,,,,
4.3.18,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход с витамином C,,false,,,,,
4.3.19,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход с гиалуроновой кислотой,,false,,,,,
4.3.20,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход с коллагеном,,false,,,,,
4.3.21,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход с пептидами,,false,,,,,
4.3.22,4,Косметология лица,4.3,Уходовые процедуры для лица,Лифтинг-уход,,false,,,,,
4.3.23,4,Косметология лица,4.3,Уходовые процедуры для лица,Anti-age уход,,false,,,,,
4.3.24,4,Косметология лица,4.3,Уходовые процедуры для лица,Экспресс-уход,,false,,,,,
4.3.25,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход “сияние кожи”,,false,,,,,
4.3.26,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход перед мероприятием,,false,,,,,
4.3.27,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход после загара,,false,,,,,
4.3.28,4,Косметология лица,4.3,Уходовые процедуры для лица,Восстановление кожного барьера,,false,,,,,
4.3.29,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход для зоны вокруг глаз,,false,,,,,
4.3.30,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход за шеей,,false,,,,,
4.3.31,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход за декольте,,false,,,,,
4.3.32,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход лицо + шея,,false,,,,,
4.3.33,4,Косметология лица,4.3,Уходовые процедуры для лица,Уход лицо + шея + декольте,,false,,,,,
4.3.34,4,Косметология лица,4.3,Уходовые процедуры для лица,Мужской уход за лицом,,false,,,,,
4.3.35,4,Косметология лица,4.3,Уходовые процедуры для лица,Подростковый уход за лицом,,false,,,,,
4.4.1,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Альгинатная маска,,false,,,,,
4.4.2,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Коллагеновая маска,,false,,,,,
4.4.3,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Гидрогелевая маска,,false,,,,,
4.4.4,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Тканевая маска,,false,,,,,
4.4.5,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Кремовая маска,,false,,,,,
4.4.6,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Глиняная маска,,false,,,,,
4.4.7,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Успокаивающая маска,,false,,,,,
4.4.8,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Себорегулирующая маска,,false,,,,,
4.4.9,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Маска для сияния кожи,,false,,,,,
4.4.10,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Лифтинг-маска,,false,,,,,
4.4.11,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Маска для зоны вокруг глаз,,false,,,,,
4.4.12,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Маска после чистки,,false,,,,,
4.4.13,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Маска после пилинга,,false,,,,,
4.4.14,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Профессиональный уход Christina,,false,,,,,
4.4.15,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Профессиональный уход Holy Land,,false,,,,,
4.4.16,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Профессиональный уход Gigi,,false,,,,,
4.4.17,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Профессиональный уход Sesderma,,false,,,,,
4.4.18,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Профессиональный уход Janssen,,false,,,,,
4.4.19,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Профессиональный уход Academie,,false,,,,,
4.4.20,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Профессиональный уход DMK,,false,,,,,
4.4.21,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Профессиональный уход Dermalogica,,false,,,,,
4.4.22,4,Косметология лица,4.4,Маски и профессиональные уходовые комплексы,Профессиональный уход Biologique Recherche,,false,,,,,
4.5.1,4,Косметология лица,4.5,Карбокситерапия,Неинвазивная карбокситерапия лица,,false,,,,,
4.5.2,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия шеи,,false,,,,,
4.5.3,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия декольте,,false,,,,,
4.5.4,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия лицо + шея,,false,,,,,
4.5.5,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия лицо + шея + декольте,,false,,,,,
4.5.6,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия при тусклом цвете лица,,false,,,,,
4.5.7,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия при отечности,,false,,,,,
4.5.8,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия при возрастных изменениях,,false,,,,,
4.5.9,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия при акне,,false,,,,,
4.5.10,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия при постакне,,false,,,,,
4.5.11,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия курсом,,false,,,,,
4.5.12,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия после чистки,,false,,,,,
4.5.13,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия + альгинатная маска,,false,,,,,
4.5.14,4,Косметология лица,4.5,Карбокситерапия,Карбокситерапия + уход,,false,,,,,
4.6.1,4,Косметология лица,4.6,Пилинги,Поверхностный химический пилинг,,false,,,,,
4.6.2,4,Косметология лица,4.6,Пилинги,Срединный химический пилинг,,false,,,,,
4.6.3,4,Косметология лица,4.6,Пилинги,Глубокий пилинг,только медицинский профиль,true,marker,,,,
4.6.4,4,Косметология лица,4.6,Пилинги,Миндальный пилинг,,false,,,,,
4.6.5,4,Косметология лица,4.6,Пилинги,Молочный пилинг,,false,,,,,
4.6.6,4,Косметология лица,4.6,Пилинги,Гликолевый пилинг,,false,,,,,
4.6.7,4,Косметология лица,4.6,Пилинги,Салициловый пилинг,,false,,,,,
4.6.8,4,Косметология лица,4.6,Пилинги,Азелаиновый пилинг,,false,,,,,
4.6.9,4,Косметология лица,4.6,Пилинги,Феруловый пилинг,,false,,,,,
4.6.10,4,Косметология лица,4.6,Пилинги,Ретиноевый пилинг,,false,,,,,
4.6.11,4,Косметология лица,4.6,Пилинги,Желтый пилинг,,false,,,,,
4.6.12,4,Косметология лица,4.6,Пилинги,Пировиноградный пилинг,,false,,,,,
4.6.13,4,Косметология лица,4.6,Пилинги,ТСА-пилинг,,false,,,,,
4.6.14,4,Косметология лица,4.6,Пилинги,Пилинг Джесснера,,false,,,,,
4.6.15,4,Косметология лица,4.6,Пилинги,Энзимный пилинг,,false,,,,,
4.6.16,4,Косметология лица,4.6,Пилинги,Фруктовый пилинг,,false,,,,,
4.6.17,4,Косметология лица,4.6,Пилинги,AHA-пилинг,,false,,,,,
4.6.18,4,Косметология лица,4.6,Пилинги,BHA-пилинг,,false,,,,,
4.6.19,4,Косметология лица,4.6,Пилинги,PRX-T33,,false,,,,,
4.6.20,4,Косметология лица,4.6,Пилинги,BioRePeel,,false,,,,,
4.6.21,4,Косметология лица,4.6,Пилинги,Карбоновый пилинг,,false,,,,,
4.6.22,4,Косметология лица,4.6,Пилинги,Лазерный пилинг,,false,,,,,
4.6.23,4,Косметология лица,4.6,Пилинги,Пилинг при акне,,false,,,,,
4.6.24,4,Косметология лица,4.6,Пилинги,Пилинг при постакне,,false,,,,,
4.6.25,4,Косметология лица,4.6,Пилинги,Пилинг при пигментации,,false,,,,,
4.6.26,4,Косметология лица,4.6,Пилинги,Пилинг для сияния кожи,,false,,,,,
4.6.27,4,Косметология лица,4.6,Пилинги,Пилинг шеи,,false,,,,,
4.6.28,4,Косметология лица,4.6,Пилинги,Пилинг декольте,,false,,,,,
4.6.29,4,Косметология лица,4.6,Пилинги,Пилинг спины,,false,,,,,
4.6.30,4,Косметология лица,4.6,Пилинги,Пилинг рук,,false,,,,,
4.6.31,4,Косметология лица,4.6,Пилинги,Пилинг зоны бикини,если есть протокол,true,marker,,,,
4.6.32,4,Косметология лица,4.6,Пилинги,Пилинг кожи головы,,false,,,,,
5.1.1,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Микротоковая терапия лица,,false,,,,,
5.1.2,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Микротоки вокруг глаз,,false,,,,,
5.1.3,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Микротоки лицо + шея,,false,,,,,
5.1.4,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,RF-лифтинг лица,,false,,,,,
5.1.5,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,RF-лифтинг шеи,,false,,,,,
5.1.6,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,RF-лифтинг декольте,,false,,,,,
5.1.7,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,SMAS-лифтинг лица,,false,,,,,
5.1.8,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,HIFU-лифтинг лица,,false,,,,,
5.1.9,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Ультразвуковой лифтинг,,false,,,,,
5.1.10,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Фотоомоложение,,false,,,,,
5.1.11,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,IPL-терапия,,false,,,,,
5.1.12,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Лазерное омоложение,,false,,,,,
5.1.13,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Фракционное лазерное омоложение,,false,,,,,
5.1.14,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Лазерная шлифовка,,false,,,,,
5.1.15,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Карбоновый лазерный пилинг,,false,,,,,
5.1.16,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,LED-терапия,,false,,,,,
5.1.17,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Фотодинамическая терапия,,false,,,,,
5.1.18,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Дарсонвализация,,false,,,,,
5.1.19,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Ионофорез,,false,,,,,
5.1.20,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Фонофорез,,false,,,,,
5.1.21,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Электропорация,,false,,,,,
5.1.22,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Безыгольная мезотерапия,,false,,,,,
5.1.23,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Криотерапия лица,,false,,,,,
5.1.24,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Газожидкостный пилинг,,false,,,,,
5.1.25,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Hydrafacial,,false,,,,,
5.1.26,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Аквапилинг,,false,,,,,
5.1.27,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Аквадермабразия,,false,,,,,
5.1.28,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Алмазная микродермабразия,,false,,,,,
5.1.29,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Микродермабразия,,false,,,,,
5.1.30,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Ультразвуковой уход,,false,,,,,
5.1.31,5,Аппаратная косметология лица,5.1,Лифтинг и омоложение,Кислородная терапия лица,,false,,,,,
5.2.1,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Лазерное удаление пигментации,,false,,,,,
5.2.2,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Лечение пигментации IPL,,false,,,,,
5.2.3,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Лазерное удаление сосудов,,false,,,,,
5.2.4,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Лечение купероза,,false,,,,,
5.2.5,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Лечение розацеа,только врачебный протокол,true,marker,,,,
5.2.6,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Аппаратное лечение акне,,false,,,,,
5.2.7,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,LED-терапия при акне,,false,,,,,
5.2.8,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Фототерапия при акне,,false,,,,,
5.2.9,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Дарсонваль при акне,,false,,,,,
5.2.10,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Аппаратная работа с постакне,,false,,,,,
5.2.11,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Фракционная шлифовка рубцов,,false,,,,,
5.2.12,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Лазерная коррекция рубцов,,false,,,,,
5.2.13,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Лазерное сужение пор,,false,,,,,
5.2.14,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Аппаратное выравнивание тона кожи,,false,,,,,
5.2.15,5,Аппаратная косметология лица,5.2,Аппаратная работа с проблемами кожи,Аппаратное восстановление кожи после акне,,false,,,,,
6.1.1,6,Инъекционная косметология,6.1,Ботулинотерапия,Ботулинотерапия лба,,true,category-medical,,,,
6.1.2,6,Инъекционная косметология,6.1,Ботулинотерапия,Ботулинотерапия межбровья,,true,category-medical,,,,
6.1.3,6,Инъекционная косметология,6.1,Ботулинотерапия,Ботулинотерапия зоны вокруг глаз,,true,category-medical,,,,
6.1.4,6,Инъекционная косметология,6.1,Ботулинотерапия,Коррекция “гусиных лапок”,,true,category-medical,,,,
6.1.5,6,Инъекционная косметология,6.1,Ботулинотерапия,Ботулинотерапия носа,,true,category-medical,,,,
6.1.6,6,Инъекционная косметология,6.1,Ботулинотерапия,Коррекция десневой улыбки,,true,category-medical,,,,
6.1.7,6,Инъекционная косметология,6.1,Ботулинотерапия,Ботулинотерапия подбородка,,true,category-medical,,,,
6.1.8,6,Инъекционная косметология,6.1,Ботулинотерапия,Ботулинотерапия жевательных мышц,,true,category-medical,,,,
6.1.9,6,Инъекционная косметология,6.1,Ботулинотерапия,Коррекция овала лица ботулотоксином,,true,category-medical,,,,
6.1.10,6,Инъекционная косметология,6.1,Ботулинотерапия,Лечение гипергидроза подмышек,,true,category-medical,,,,
6.1.11,6,Инъекционная косметология,6.1,Ботулинотерапия,Лечение гипергидроза ладоней,,true,category-medical,,,,
6.1.12,6,Инъекционная косметология,6.1,Ботулинотерапия,Лечение гипергидроза стоп,,true,category-medical,,,,
6.1.13,6,Инъекционная косметология,6.1,Ботулинотерапия,Full face ботулинотерапия,,true,category-medical,,,,
6.2.1,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Биоревитализация лица,,true,category-medical,,,,
6.2.2,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Биоревитализация шеи,,true,category-medical,,,,
6.2.3,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Биоревитализация декольте,,true,category-medical,,,,
6.2.4,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Биоревитализация рук,,true,category-medical,,,,
6.2.5,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Биоревитализация зоны вокруг глаз,,true,category-medical,,,,
6.2.6,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Биоревитализация лицо + шея,,true,category-medical,,,,
6.2.7,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Биоревитализация лицо + шея + декольте,,true,category-medical,,,,
6.2.8,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Мезотерапия лица,,true,category-medical,,,,
6.2.9,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Мезотерапия кожи головы,,true,category-medical,,,,
6.2.10,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Мезотерапия тела,,true,category-medical,,,,
6.2.11,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Мезотерапия при выпадении волос,,true,category-medical,,,,
6.2.12,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Мезотерапия при целлюлите,,true,category-medical,,,,
6.2.13,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Инъекционное увлажнение кожи,,true,category-medical,,,,
6.2.14,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Skinbooster-процедуры,,true,category-medical,,,,
6.2.15,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Полинуклеотиды,,true,category-medical,,,,
6.2.16,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Коллагеностимуляция,,true,category-medical,,,,
6.2.17,6,Инъекционная косметология,6.2,Биоревитализация и мезотерапия,Ревитализация кожи,,true,category-medical,,,,
6.3.1,6,Инъекционная косметология,6.3,Контурная пластика,Контурная пластика губ,,true,category-medical,,,,
6.3.2,6,Инъекционная косметология,6.3,Контурная пластика,Увеличение губ,,true,category-medical,,,,
6.3.3,6,Инъекционная косметология,6.3,Контурная пластика,Коррекция формы губ,,true,category-medical,,,,
6.3.4,6,Инъекционная косметология,6.3,Контурная пластика,Увлажнение губ,,true,category-medical,,,,
6.3.5,6,Инъекционная косметология,6.3,Контурная пластика,Контурная пластика скул,,true,category-medical,,,,
6.3.6,6,Инъекционная косметология,6.3,Контурная пластика,Контурная пластика подбородка,,true,category-medical,,,,
6.3.7,6,Инъекционная косметология,6.3,Контурная пластика,Контурная пластика нижней челюсти,,true,category-medical,,,,
6.3.8,6,Инъекционная косметология,6.3,Контурная пластика,Контурная пластика носогубных складок,,true,category-medical,,,,
6.3.9,6,Инъекционная косметология,6.3,Контурная пластика,Контурная пластика носослезной борозды,,true,category-medical,,,,
6.3.10,6,Инъекционная косметология,6.3,Контурная пластика,Контурная пластика висков,,true,category-medical,,,,
6.3.11,6,Инъекционная косметология,6.3,Контурная пластика,Контурная пластика углов нижней челюсти,,true,category-medical,,,,
6.3.12,6,Инъекционная косметология,6.3,Контурная пластика,Контурная пластика овала лица,,true,category-medical,,,,
6.3.13,6,Инъекционная косметология,6.3,Контурная пластика,Профилопластика,,true,category-medical,,,,
6.3.14,6,Инъекционная косметология,6.3,Контурная пластика,Коррекция асимметрии лица,,true,category-medical,,,,
6.3.15,6,Инъекционная косметология,6.3,Контурная пластика,Растворение филлера,,true,category-medical,,,,
6.3.16,6,Инъекционная косметология,6.3,Контурная пластика,Удаление филлера гиалуронидазой,,true,category-medical,,,,
6.4.1,6,Инъекционная косметология,6.4,Липолитики и нити,Липолитики подбородка,,true,category-medical,,,,
6.4.2,6,Инъекционная косметология,6.4,Липолитики и нити,Липолитики лица,,true,category-medical,,,,
6.4.3,6,Инъекционная косметология,6.4,Липолитики и нити,Липолитики тела,,true,category-medical,,,,
6.4.4,6,Инъекционная косметология,6.4,Липолитики и нити,Липолитики живота,,true,category-medical,,,,
6.4.5,6,Инъекционная косметология,6.4,Липолитики и нити,Липолитики боков,,true,category-medical,,,,
6.4.6,6,Инъекционная косметология,6.4,Липолитики и нити,Липолитики бедер,,true,category-medical,,,,
6.4.7,6,Инъекционная косметология,6.4,Липолитики и нити,Липолитики рук,,true,category-medical,,,,
6.4.8,6,Инъекционная косметология,6.4,Липолитики и нити,Нитевой лифтинг,,true,category-medical,,,,
6.4.9,6,Инъекционная косметология,6.4,Липолитики и нити,Мезонити,,true,category-medical,,,,
6.4.10,6,Инъекционная косметология,6.4,Липолитики и нити,Коллагеновые нити,,true,category-medical,,,,
6.4.11,6,Инъекционная косметология,6.4,Липолитики и нити,Нити для овала лица,,true,category-medical,,,,
6.4.12,6,Инъекционная косметология,6.4,Липолитики и нити,Нити для шеи,,true,category-medical,,,,
6.4.13,6,Инъекционная косметология,6.4,Липолитики и нити,Нити для бровей,,true,category-medical,,,,
6.4.14,6,Инъекционная косметология,6.4,Липолитики и нити,Нити для средней трети лица,,true,category-medical,,,,
6.5.1,6,Инъекционная косметология,6.5,Плазмотерапия и регенеративные процедуры,Плазмотерапия лица,,true,category-medical,,,,
