code,category_no,category,subcategory_no,subcategory,service,note,requires_health_check,health_check_reason,duration_default,duration_min,duration_max,price
6.5.2,6,Инъекционная косметология,6.5,Плазмотерапия и регенеративные процедуры,Плазмотерапия кожи головы,,true,category-medical,,,,
6.5.3,6,Инъекционная косметология,6.5,Плазмотерапия и регенеративные процедуры,PRP-терапия,,true,category-medical,,,,
6.5.4,6,Инъекционная косметология,6.5,Плазмотерапия и регенеративные процедуры,Плазмолифтинг,,true,category-medical,,,,
6.5.5,6,Инъекционная косметология,6.5,Плазмотерапия и регенеративные процедуры,Аутоплазмотерапия,,true,category-medical,,,,
6.5.6,6,Инъекционная косметология,6.5,Плазмотерапия и регенеративные процедуры,PRF-терапия,,true,category-medical,,,,
6.5.7,6,Инъекционная косметология,6.5,Плазмотерапия и регенеративные процедуры,Регенеративная терапия кожи,,true,category-medical,,,,
6.5.8,6,Инъекционная косметология,6.5,Плазмотерапия и регенеративные процедуры,Плазмотерапия при выпадении волос,,true,category-medical,,,,
6.5.9,6,Инъекционная косметология,6.5,Плазмотерапия и регенеративные процедуры,Плазмотерапия при постакне,,true,category-medical,,,,
7.1.1,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция верхней губы,,false,,,,,
7.1.2,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция подбородка,,false,,,,,
7.1.3,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция лица,,false,,,,,
7.1.4,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция щек,,false,,,,,
7.1.5,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция шеи,,false,,,,,
7.1.6,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция подмышек,,false,,,,,
7.1.7,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция рук до локтя,,false,,,,,
7.1.8,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция рук полностью,,false,,,,,
7.1.9,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция кистей,,false,,,,,
7.1.10,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция пальцев рук,,false,,,,,
7.1.11,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция груди,,false,,,,,
7.1.12,7,"Лазерная эпиляция, депиляция и удаление волос",7.1,Лазерная эпиляция,Лазерная эпиляция живота,,false,,,,,
